Hour,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,UK
38,143.7087247076377,2117.0271761906715,112.59816830369795,2737.899818616952,748.1161999801245,1676.8545430366696,120.24294097710934,1712.0248766543123,12826.414829926736,16.03480030408907,0.0,5490.387452656725,0.0,9094.40983797109,2447.0491465528653,138.5986964063168,3060.057643922206,2496.048058391766,9638.470438773305,78.51069793015427,32.189659857690074,0.5809351551093588,1.8281734134477692,219.47097378580693,94.28161412248286,7691.943262245413,7.867881534168601,2389.156401329266,994.2906476519487,1684.2563480887131,255.52843825404526,38.40509976115513,294.78021067561275,79.8499432808844,10548.316012947293
39,61.80453405449802,1294.6979576578246,59.11731976459619,1704.5990463817,370.0329672298312,1244.336157088718,46.77785807746253,849.3110744414244,7338.329384087262,0.0,0.0,4543.733316522705,0.0,6954.924805104581,1265.4441514096966,66.9605398589562,1666.7369077398243,1650.9415122500086,5002.205548604713,0.0,38.804452829719516,0.0,0.8089862396738031,120.97817363035121,63.316944946244114,6799.814384879588,0.0,964.9026605024368,585.2289395263726,830.9785345852401,130.97734274159643,0.0,156.05002553918635,27.4774366202958,6902.710221840658
40,9.97953445765356,8.480173116239758,3.302021584514513,874.4347182458357,0.0,459.70360359264794,0.0,0.0,1036.0856582002593,0.0,0.0,2670.4093146655773,0.0,4028.527520665626,97.01311672782228,9.415791530053715,0.0,802.1406074625252,154.3309286915732,0.0,38.94011687524115,0.0,0.0,0.0,29.916042143988516,2610.0112264045874,0.0,0.0,463.29611573437194,0.0,0.0,0.0,1.2442549800626,0.0,3632.0858847350282
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.1766694201895,0.0,588.4970480297078,0.0,0.0,0.0,16.488309128101193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.43889833073825,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.040262422823458,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,84.05757898851338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.44670965502425,0.0,0.0,0.0,35.72176650409179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,51.710446555210915,0.0,18.448034128861707,0.0,571.5489392017616,0.0,187.48267835045905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532.533467145623,17.617612434092,479.2720050951752,0.0,3241.3188995568034,0.0,0.0,0.0,1.3927158164203957,70.10102182018616,30.131584209702538,0.0,0.0,9.502679318199817,0.0,890.8671158874365,79.0673768397863,0.0,0.0,1.0775298507174,0.0
57,130.61557254199687,1955.0885245362722,55.85486615533893,0.0,1145.586476706043,145.295304359481,264.52942978343924,1697.2872239783346,4130.557908621752,0.0,0.0,746.0966521897932,0.0,123.57718486451171,3345.526436880425,53.967729908939596,1395.7260490892434,0.0,7957.033644087705,45.730160930847155,0.0,0.19008334387885586,3.87485677079767,173.05523035991814,78.63396920416481,0.0,0.0,1564.5640234988277,0.0,1960.6182386846078,178.5934842786174,0.0,101.44027762359508,111.89334239237775,0.0
58,212.52115487204446,3478.918311602444,109.13477164929398,360.44579647562483,1559.4688363098949,356.81763697198863,303.2247219423339,3394.126616339689,15384.448463149598,998.1275518313694,17.950067433974244,3860.206104357536,6.419923799463102,2060.8942653647027,5088.9085738934555,95.58441105097255,2191.514293926576,0.0,12182.70044210184,175.76199022793847,2.9248634056124483,2.58876200959723,7.246863794728032,270.26048313252545,123.91692538172782,298.5429607045875,0.0,3557.3957498840605,789.9142125878409,2838.093037200988,273.6300621801772,43.75806584732765,285.52217900780283,243.11123069791483,1936.6429582466176
59,252.6146291580657,4362.42402375672,151.40149167514969,1018.7442120423196,1762.1589747136472,565.7469745725336,327.8563461774514,4584.1743753834935,23337.130497799284,1225.9922000125262,27.517803703035355,8139.587054165426,50.011085917917654,4505.694805142203,6232.537770208884,138.2185392952675,2536.5584098772565,896.2178805066452,14721.281246899482,242.7818258542961,13.013272109495343,4.312926338928109,8.116352853160759,330.54262822529864,152.95536043113546,1797.663653775,19.701382315739902,5339.511207284318,1316.7847381540325,3290.8306904839274,328.73423823572625,157.40613616266575,465.93289609427137,355.28990916399255,6243.480674550563
60,236.1933889644915,4619.87671386629,174.6005989221348,1794.719367565645,1776.556550240156,1040.636470212977,290.94508547135075,4886.515532250401,25584.45365113934,1078.6568085535107,26.374547344588716,11983.088913545,43.412791600760436,6420.270525531937,6579.311501960048,153.6315775536742,2828.6097494758674,1508.8493608181534,15030.382447596181,253.0136872570758,28.40728487568427,4.838385291378983,7.4774100041276865,350.27045324529365,163.80072152456205,3350.7630151045873,171.6614345010745,6425.2015072151935,1353.3125645280704,3316.235247763766,346.3784704265935,242.85235959604142,474.71967441727264,442.3586558461467,8472.448381668517
61,176.78842901256684,4208.424013777608,163.4019667615889,2636.7611075880836,1567.7705479591468,2090.471509578915,197.54879299310917,4200.476972563213,22546.492288583664,917.6386378411263,13.267695678695727,14245.168543189644,0.05786564100860748,7128.168207200427,5854.138789753434,122.64755736695642,2795.5788644756576,1856.7623942238213,13545.095120510363,194.35465106880488,57.594579540360286,3.5696078986864572,6.917220027851805,321.01905265752544,157.42735006212882,3864.5675083954125,128.8730894108155,6386.815637259608,1291.2319328640765,2900.4061417127846,324.07502774671156,225.5999487291502,294.3696074654434,487.9832587535355,8705.433472645916
62,128.75299728480084,3093.5168436895424,117.52831787895047,2917.498244084909,1159.6651073659084,2565.821859023928,112.08628047149026,2978.800221256733,16551.509090936666,456.7090191394044,0.0,14040.197572707684,0.0,6265.433590238174,4164.94586712121,81.00315171978083,1991.5320122502055,1945.1640159411713,10110.40735699066,66.01721410245894,71.98110770645134,0.65418528476188,5.419453988287464,245.6048131029987,133.8447575875049,4222.66482495,4.4923597508676005,4859.195246087448,1011.3374111959704,2037.9132464368813,249.479750795271,137.14675493336551,142.66260259925906,420.4852856600142,7965.953903099588
63,88.92417195491232,1642.782027863752,61.29408835257161,2075.3517479520947,575.9777203158891,1346.083263226034,36.178993073461456,1646.9110465665412,8754.989033245834,30.770463290681818,0.0,11467.145341880874,0.0,4743.079699507325,2131.369950651919,40.4250631030121,945.7303713344172,1522.4530035380183,5374.355287174649,0.0,47.26115192254953,0.0,3.4394235831197455,132.37670497439146,93.35873684749328,4270.474397475,0.0,2196.402318780287,744.4188003246651,915.6359750095745,131.4805749115735,20.676398662495657,61.68396635899383,224.04677978418238,5717.992944789328
64,21.0545569237908,20.14410396697019,0.6877163242553591,679.1875581230556,0.0,268.2864010893465,0.0,0.0,1026.2637513995928,0.0,0.0,7486.235407249789,0.0,2860.8760165972717,144.88691952669018,1.1532902591374308,0.0,794.0878990362979,177.80842814791083,0.0,18.883758824073496,0.0,0.15055502078980124,0.0,41.73622889050504,1684.486650825,0.0,0.0,499.42690819468993,0.0,0.0,0.0,0.0,0.0,2711.527885479412
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3017.1115800990697,0.0,260.6748928409478,0.0,0.0,0.0,16.176753389974987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.650896416846,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
