Hour,BE,DE,DK,ES,FI,FR,GR,HR,IE,IT,LT,LV,NL,NO,PL,PT,RO,SE,UK
39,4748.477462672696,26620.913222855637,6789.599634426006,1756.4720540451224,662.3579552247247,3502.9324071649294,728.384035059059,4.866332861162799,4755.021270888043,947.5081980169815,942.298067766417,357.35147697787954,14496.817330866234,2722.4696065806115,7840.903913862394,1897.5615242841225,66.2237772586858,493.0501142891147,43498.60011356889
40,5115.821763086517,23970.13308026046,6699.166108010539,1710.016346308839,663.3619616861515,3537.608131974915,754.151276724057,9.516239415013038,4767.959956953915,930.3204834235197,991.9023784576533,352.6062989898054,14833.34082576786,2566.9068920201303,8383.714197845422,1895.9406472357932,67.2275143259437,498.68338186829004,44172.34930148062
41,5152.0765974896085,22861.556533085146,6665.326387220902,1727.7968707729888,662.1458422735118,3543.7139721094773,758.8535932255575,10.78204890009227,4773.072590244483,986.7511414285373,1074.5204676257083,369.5789196419022,14735.697544548922,2168.2777323950904,8717.325322307894,1892.5706757735427,72.29286972487479,501.0679073467087,44308.10856356455
42,5147.65719407048,23724.781216442236,6501.917885883795,1767.5850061863218,647.6625055822253,3567.023312713325,711.2445943960112,12.985659676211633,4773.905182294257,1099.8814271473066,1149.2920061646412,399.3587482816196,14654.927601095636,1585.487112553207,8641.311718429068,1888.7862458421805,56.5376437005121,494.5957343922334,45190.373627450164
43,5063.538011772141,24478.973927607047,6031.533008146238,1778.8571661560475,661.8292725094183,3593.5816439744985,638.8645688089009,23.26828458401839,4773.799661359057,1307.0817609340506,1184.2254573156206,420.47325616766994,14963.735372851786,1274.8280362369858,8590.488918547591,1880.334724266296,36.485115215288396,479.17157176837446,45565.705324454546
44,4969.9518806790375,22790.49477794723,5827.484435575043,1781.6116088557287,678.7207820936844,3600.142164795664,579.8394374146907,41.236770748498394,4767.4729629819885,1482.4473503564138,1243.8172326504148,441.324736352095,15380.601888156507,1131.4820576562488,8388.82454705967,1863.2480261981257,20.0786117821206,456.0083124214054,46134.189126430465
45,5114.234212739179,21442.640908245503,5459.700068293258,1780.2196426956891,699.0075289792695,3599.379945506323,550.8723090314033,60.55332002529728,4737.140399815696,1524.7752017497905,1264.9874415757627,455.64150760198953,15448.081847429845,1003.5581958635735,8138.31359504873,1860.5050361185436,21.845109146805,429.67443104245893,46943.64070707183
46,5264.826209656323,21817.99740052515,5180.819984922614,1810.2329782860186,721.0083619934481,3604.327751957885,564.525297342368,67.15128171858045,4639.310260206333,1412.8683803023807,1278.7799315078105,461.071611244288,15543.997429598052,984.450911291537,7825.732607985727,1858.8690218802076,24.4014883828656,408.7618707725606,47568.45422948942
47,5248.7557323283345,23312.378872758534,4787.488194979871,1876.0678070574581,803.8533318466148,3606.4625266663984,931.5964189949411,95.91710484128618,4247.3104498085,1255.0814972088906,1239.3821346928933,453.9908894279896,15586.582838155702,1281.967702152622,6511.37423550461,1859.5253879726508,6.6936855404888,367.12429435906944,47434.47204982812
48,5242.921749167261,23532.779987823436,4902.86767056721,1956.649716592528,820.4224860459784,3601.110452105739,947.1894602724793,97.95906026423522,3971.765295641637,1213.0305372811897,1185.722662483282,452.63700130640336,15623.64455523494,1557.901881016691,6177.031809900928,1865.6335715700193,1.8117060755188,353.75869062555574,47745.46565079398
49,5149.043228335563,24205.70592897449,5260.55070434195,2001.6271073423427,839.3448700042235,3606.106018791632,910.5524698707587,84.05169826404742,3946.6228088243356,1182.7787328689938,1117.6856160744974,446.5020763639324,15658.420507617118,1907.1104568215478,5806.893983278689,1873.2757335543654,0.5880332969843,339.081081373161,48065.8365452022
50,5150.41536057548,25912.24644599665,5398.781667155701,2004.910438270656,857.5642538733733,3614.979150032329,872.3955771946255,70.94927563852215,3958.6219175584556,1141.5758942899631,1046.029414023902,428.3839554014121,15682.549577637123,2155.2988283498307,5689.833136270318,1883.0799029649063,0.07234648567418091,337.1645120897411,48696.28614336174
51,5156.299503242753,26775.954072434604,5146.173541625093,2027.6689014887493,863.6324981275369,3618.709670035839,836.5635669948837,71.08689410499494,4291.929805132304,1159.8521054335433,1075.8831559644425,424.1120454426367,15705.566134563223,2388.278254665961,5346.351247505668,1873.655683005812,0.0,319.3222473219739,48290.60855696976
52,5141.318961227794,27107.416307461892,4924.979713862058,2021.909040045177,858.0660548819659,3589.022535324825,782.0424183455959,80.00381448189968,4103.150713453222,1039.9220942474703,1078.9744309583355,423.68433195791846,15714.870587864707,2513.6305568488956,4449.677247680903,1839.3000733378165,0.0,277.0335148147168,48565.177271374756
53,5035.48,27114.89973778547,4783.4359183693105,2002.9558872122795,853.9458867507144,3620.1062992784687,755.23118518793,84.42750614094763,3967.247121011678,980.9196553830888,1045.1857729183178,422.1918762139341,15713.314555972831,2689.127746605901,4024.9902378362917,1794.4049902892375,0.0,259.35098573711633,48393.682842266295
54,4902.476707910329,26883.013630858357,4606.953036259658,1954.6797702099366,863.0449724874992,3615.3179966061193,741.8359052774814,89.330815278318,3983.527300643979,940.1845273670237,979.7731831773211,409.0983970606959,15705.953114799944,2755.387925394428,3820.7104651857208,1681.0799025037388,0.0,239.7941912893203,48212.7990976525
55,4832.946252080451,26827.26804135635,5205.418661997554,1899.8731784910979,869.5509038893775,3613.128492148374,773.8837082472794,92.38858077353595,4059.1021164235012,919.3522498097566,916.6043190553123,384.95465730640063,15715.30648997926,2764.1198169995346,3660.3992366258226,1437.2454548797602,0.0,241.20264532544022,48839.66517577941
56,4823.41626577643,26844.339997175717,5566.869863296407,1865.4827150390713,879.2607756597861,3610.3323208114653,834.1670856902773,94.89570143302906,4213.091374689258,885.6206364935281,841.0985110911064,363.38373541394446,15715.331616372874,2778.244520064305,3568.5908711957645,1120.9843773641337,0.0,250.56620256121528,48990.986282272475
57,4798.374032657484,26909.19238097318,6049.393671315079,1802.4017625361712,880.8523465376893,3603.343704844881,884.2536402878474,99.52844528410176,4559.7000548769975,823.6302079694904,742.5494484529927,351.9494827279953,15715.31250670407,2781.3294276455395,3671.022129065109,871.0516074677638,0.0,250.71870006165952,48950.80425311532
58,4893.7731587431235,27109.09294618513,6590.6491163525225,1770.1850200342462,862.8501952467402,3577.9381703153585,929.6838315139084,109.56872915474925,4687.429090097709,852.367214330591,645.0330697520502,339.3757107815244,15715.141300758836,2781.673898027539,3675.018148725231,605.8503695386728,0.0,233.71400776588484,49038.10063642976
59,5065.16,27468.591798944817,7203.163990072642,1673.4340925375127,873.0733786298857,3536.2715416841806,926.2939966432434,105.31965045504754,4744.0411821107955,817.1788814867131,549.3046192568662,323.17640533697096,15715.345538880389,2781.978037366676,3641.5267585355605,444.94116137199717,0.0,244.72782120693412,49058.41198860788
60,5255.838897674838,28131.12256259779,7455.500094212661,1696.3517574984307,823.0559525540325,3516.7114832635557,820.3288212094974,109.76042463654844,4769.6062901751975,918.4369288719824,481.6558902323406,307.93020590431377,15715.372933849794,2781.9858440589237,4023.9746614561873,486.2325900814252,0.0,321.2610469790848,49073.408737965685
61,5423.714744537468,28622.61959024688,7574.892868417485,1710.3990563991915,777.3092561251945,3535.743085858987,719.0170243921901,101.48956338222628,4773.418424289883,923.174070026208,376.75307565872413,286.9498266508049,15715.372389388232,2781.7150689267633,4378.241483027013,486.5577727729636,0.0,358.93690055743133,49092.39360301392
62,5467.377436582929,28771.36806420826,7654.483277738675,1714.5320446470917,754.9175536461394,3503.3392139898924,669.3603540765508,89.23655169967869,4773.930821237843,909.3149883120573,351.55787061189955,272.04342021844354,15715.090852001731,2751.4785951397403,4079.4545252946714,522.1363956301648,0.0,370.054053851817,49093.786150582826
63,5471.1188889901905,28864.23182132519,7721.146960379832,1715.701624466868,771.9808754764723,3522.5748402565287,661.6190616794048,70.4410967412057,4773.939980774752,848.0393099518298,361.75391952087807,261.16811144566617,15715.308749282138,2719.8941266004567,3796.006741113766,575.8020471702395,0.0,408.3187234318167,48599.882709644124
64,5471.599126970259,28932.963806510958,7747.173890827282,1718.8907410065158,789.3094137748567,3499.9631763336506,652.8143873947905,44.61238095503075,4773.931133101762,762.7831748818061,322.21140949213276,233.3538484685917,15715.195951705853,2759.7054056339284,4325.703032983172,619.164909440171,0.0,474.05432803799425,48279.132741234054
65,5471.280733417498,28917.849972753807,7699.444523089589,1728.5753411195037,808.9655344259756,3509.433803692697,667.2694916940263,31.19694042692039,4773.841472238451,697.0305003952539,333.2905239691674,225.89131902705677,15715.094348863007,2779.3345020126135,5543.061203478514,728.7972960981788,0.0,519.6111626592667,48119.299189003585
66,5469.748429658823,28832.357654594292,7668.395952537845,1757.951015672523,822.5022375388611,3589.7208435248917,664.9924731206203,33.04470553381748,4773.861548265748,710.6455471079005,469.4071271342514,245.9028166700053,15712.752584672877,2773.2348703114376,7216.507877940745,933.2245026633619,0.0,534.3864754531677,48088.09569187061
67,5471.866317563793,28863.046472506605,7658.074532574212,1807.2375283916388,850.3226256103281,3593.924857387216,683.4363294268103,49.22237341782857,4773.884866023504,775.7475484339245,649.8015319863389,288.4435787092906,15713.464180932368,2772.842768587742,8592.771507479825,1149.382176840474,0.0,535.5199470583888,48410.138335950185
68,5471.92690277285,28763.449507152138,7523.183045454905,1843.7395792902598,875.4621607172138,3592.9674984033004,703.2685838098114,58.56459694464863,4773.895930711428,807.2876003943144,898.439455684967,347.9571430845782,15705.329936070892,2768.838448298499,9237.11964714607,1360.8842705831837,0.0,525.2377595667313,48838.42271802308
69,5471.366345135506,28571.524346863687,7490.321977647511,1827.6521292428422,879.7094403801434,3605.7998300943323,757.44158536349,69.5586690301497,4773.696327324558,848.1045740237485,1152.3517385008813,398.29624720390024,15715.320765537977,2751.8106332012876,9386.524258128638,1525.1707690076328,0.0,510.3054416706977,48990.57405195252
70,5462.297410533546,28566.56098396479,7407.267347472704,1791.3539416921792,854.9102152878154,3599.3939831416405,823.3119141955776,68.50434644154191,4773.65556818782,888.04474740801,1279.0824935755797,439.68008636126007,15713.54114231635,2732.3067728290816,9431.988637839353,1715.2872684899028,0.0,508.02170716976707,48984.26855051149
71,5469.684337326812,28746.40203600815,7562.147815908527,1694.9978711195597,844.4777938520504,3609.046229411471,748.302236310764,57.44374907908911,4769.619543180778,979.1228372119023,1318.3174957428985,459.5435769119804,15712.485046259626,2743.1892269586197,9411.347646199198,1889.4183170523245,0.0,503.14857871934885,49062.0182096966
72,5464.97426392027,28772.971510651743,7710.875974146039,1637.795462817931,826.0982804021959,3609.1388891321017,843.6365494435122,44.95824838220033,4737.052975820707,1031.9130376351552,1321.7610957112734,466.93596882074,15610.573609848214,2743.2843496063665,9365.721438563422,1899.7926564646064,0.0,508.62311527193793,49060.661508830024
73,5471.72,28970.81227063755,7807.112553119063,1750.0704117371042,829.4635289557274,3609.4780035383856,960.6382993043283,42.24481895234445,4521.784048464768,1028.2963793237182,1323.141166826756,473.1289771600314,15590.706298125206,2742.555435180219,9193.53192750295,1896.14999855204,0.0,542.4835193956685,49060.03772239195
74,5471.999293122274,28980.223374356614,7811.694284868228,1764.5304859637874,861.542379619607,3607.9893841281214,1028.3114458850137,48.78664772943283,3625.942517362553,1007.3629674347821,1326.454424276696,474.4679787891588,15605.19842423093,2755.8044523415606,9071.210058556006,1807.1404113720423,0.0,558.7135119504919,49035.88582376469
75,5471.722547727541,28973.88314276555,7805.846594554816,1771.739877440754,905.484203151834,3602.80875914122,1045.8491601222831,58.63909060353418,2720.566688455469,990.8942688104913,1326.3617078884556,474.67614875261,15692.154458444602,2748.466543824474,8977.421269272185,1891.9639228595847,0.0,556.5984074154153,48966.01576166414
76,5415.553493576514,28873.084974505655,7800.53128175305,1818.3701980321766,921.8575944607026,3480.728333803505,1051.2339526454311,67.45332636190403,1926.2128344623752,1073.3323830258885,1325.481093353583,474.6930555407102,15715.249711054776,2745.1234372338263,9171.927426612572,1893.6415129387171,0.0,559.7554696463964,47897.279378495594
77,5335.534662790666,28984.08622276944,7793.561748085828,1950.7589935117376,936.7881613880592,3525.7121637657983,1047.3622462866824,73.2968500279938,1492.225713873813,1141.27877607499,1323.0921858231789,474.0257460412618,15709.474556755897,2717.946738078308,9438.669799867906,1899.8046065701624,0.0,560.799121584556,46777.082989193565
78,5416.928029938679,28982.9473082339,7773.516626528434,2154.275804684835,944.3131239251819,3555.7504073497007,1023.5008411473458,88.2989958276839,1240.626725891466,1176.0771776695003,1326.8132861342262,474.3300010874779,15692.062792445511,2720.860985416819,9499.08323987819,1899.999268924285,0.0,556.2677355458079,45680.32665803876
79,5461.697072345957,28965.059356264064,7782.6032693283305,2332.7061691785266,948.241096926964,3507.5497010442637,1032.0522740531098,132.11036100106037,1003.7267164292812,1204.9691071314355,1327.880263348254,474.5407770061046,15453.404014340695,2708.8814269455256,9503.332571804574,1897.263742574004,0.0,557.1177430215756,43742.14188316834
80,5457.909331489022,28945.5820026749,7780.293921389584,2453.867731701348,948.9134399213495,3407.5071114904754,1018.3787098777692,169.50135741079643,774.1778235117533,1265.0911921132913,1329.2942102009993,474.851579745544,15054.33159910196,2704.1205946186637,9503.34340124623,1795.0758971590392,0.0,559.8393041864865,40878.886486971525
81,5440.285717677462,28868.6358603159,7757.665471186099,2566.4553515860525,948.4342952471104,3292.821759932196,1079.9650832398295,203.85346833547027,638.8604015888824,1459.2246548432433,1319.0650303579812,473.9222552461287,15679.840038291215,2750.0955605736185,9503.31332359729,1834.67610787954,0.0,557.8655428023764,37940.641783676336
82,5454.144765953023,28820.041245019835,7707.447356198343,2609.050878909487,945.7588536833605,3167.731166581116,1173.015101999272,232.09970635888536,565.9335547985562,1785.9045199462971,1328.0780763847902,473.5404234631794,15671.117658814119,2767.4918173688297,9503.719175098899,1876.5953629996807,0.0,548.0794175470882,36035.18229124577
83,5455.26545127015,28756.56902249257,7608.631396326389,2611.162887325367,939.6793458268946,3300.840552697652,1389.9353069847514,238.04483769852234,528.7654950901067,2280.8219410523434,1326.4010465988438,472.22437558704775,15665.69186043185,2774.444262815545,9503.518683129501,1829.3236639130707,0.0,544.1898422349922,37203.33883825981
84,5462.594715407564,28227.160539133114,7115.843163526528,2630.3734531756736,937.7117237998988,3435.209992829148,1429.8433889347966,263.5941416043732,435.16012580454833,2510.4572987599586,1323.8238344063795,474.371484831554,15658.656846298258,2720.352347653702,9503.42303557366,1879.1712409151055,0.0,527.4527524001497,37322.58594937739
85,5449.279041465137,27740.247267685714,6922.617338217374,2635.9508680050226,906.7058810142167,3486.4516656748046,1360.8243749091696,295.1673255371626,600.4556283366635,2711.2209673964117,1324.2084557304327,473.87460646643945,15682.83340151634,2516.1444229269496,9503.570641343877,1899.9959720553047,0.0,495.5863988616544,36235.20144587738
86,5400.060647539628,27240.692567100312,6247.328686202326,2642.575015752667,827.1764615919616,3571.380040268885,1330.0176837176248,346.24728666549703,961.7323016628545,2931.282544989106,1327.41495862066,473.9456501742864,15694.66907123626,2384.4321463133138,9502.390001483274,1900.0,0.0,484.19678750928495,32792.41141503162
87,5092.377098490895,26700.502048567676,5339.170181294644,2646.5210368188145,739.9901365548054,3624.7720239151217,1271.940965892563,401.1605971192454,1454.0551314491925,3227.144370067296,1324.1912769431235,474.4199782890845,15712.384766139527,2055.5345008188488,9448.921185316094,1900.0,0.0,470.72477792334683,28827.838543059774
88,4939.709045237974,26669.198305186044,5134.918513948678,2649.3865029200456,810.4064238221275,3598.544473813888,1228.947785536776,437.70830749067505,1621.8620649275472,3684.703503761323,1280.9006518001506,473.3254825596983,15707.56034153948,1874.538919805393,8632.111913414787,1899.3907397828455,0.03693937777591004,447.4927574263129,27481.636526434104
89,4803.298742179233,26619.124012498854,5356.803983762698,2650.390190487609,878.4568720360522,3590.312857999127,1150.5161392800135,449.0713753980633,1149.4312684962729,4361.5295322576185,1101.9205937346474,463.77273677697576,15706.542832381174,1836.99810204762,7372.1479814747845,1825.5507629834835,0.7022402096917,412.47285689918795,25517.344994559513
